"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund","109.99","131988000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISHG&selected=ISHG",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","109.51","142363000","n/a","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IGOV&selected=IGOV",
"ISIS","Isis Pharmaceuticals, Inc.","7.29","726040260","1991","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISIS&selected=ISIS",
"ISLE","Isle of Capri Casinos, Inc.","6.7","256067300","n/a","Consumer Services","Hotels/Resorts","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISLE&selected=ISLE",
"ISRL","Isramco, Inc.","61.7","167700600","1983","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISRL&selected=ISRL",
"ISTA","ISTA Pharmaceuticals, Inc.","4.74","160539060","2000","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ISTA&selected=ISTA",
"ITRI","Itron, Inc.","38.39","1558518830","1993","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ITRI&selected=ITRI",
"ITRN","Ituran Location and Control Ltd.","12.98","304705500","1984","Consumer Non-Durables","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ITRN&selected=ITRN",
"IVAN","Ivanhoe Energy, Inc.","1.39","478118300","n/a","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IVAN&selected=IVAN",
"XXIA","Ixia","9.13","627258390","2000","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=XXIA&selected=XXIA",
"IXYS","IXYS Corporation","12.56","392500000","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=IXYS&selected=IXYS",
"JJSF","J & J Snack Foods Corp.","46.56","865271040","1986","Consumer Non-Durables","Specialty Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JJSF&selected=JJSF",
"JAX","J. Alexander's Corporation","5.12","30684160","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JAX&selected=JAX",
"MAYS","J. W. Mays, Inc.","16.5","33264000","n/a","Consumer Services","Building operators","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=MAYS&selected=MAYS",
"JBHT","J.B. Hunt Transport Services, Inc.","40.81","4906749540","n/a","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JBHT&selected=JBHT",
"JCOM","j2 Global Communications Inc","29.34","1349199900","1999","Technology","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JCOM&selected=JCOM",
"JASO","JA Solar Holdings, Co., Ltd.","3.56","608760000","2007","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JASO&selected=JASO",
"JCDA","Jacada Ltd.","2.52","10480680","n/a","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JCDA&selected=JCDA",
"JKHY","Jack Henry & Associates, Inc.","26.48","2285991920","1985","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JKHY&selected=JKHY",
"JACK","Jack In The Box Inc.","20.39","1013342220","1996","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JACK&selected=JACK",
"JXSB","Jacksonville Bancorp Inc.","13.3","25682300","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JXSB&selected=JXSB",
"JAXB","Jacksonville Bancorp, Inc.","6.1","35922900","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JAXB&selected=JAXB",
"JAKK","JAKKS Pacific, Inc.","15.65","425789550","1996","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JAKK&selected=JAKK",
"JMBA","Jamba, Inc.","1.89","124554780","n/a","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JMBA&selected=JMBA",
"JRCC","James River Coal Company","13.11","465680310","n/a","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JRCC&selected=JRCC",
"JAZZ","Jazz Pharmaceuticals, Inc.","36.29","1478527180","2007","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JAZZ&selected=JAZZ",
"JDAS","JDA Software Group, Inc.","25.37","1073379330","1996","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JDAS&selected=JDAS",
"JDSU","JDS Uniphase Corporation","10.82","2455923600","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JDSU&selected=JDSU",
"JFBI","Jefferson Bancshares, Inc.","3.12","20701200","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JFBI&selected=JFBI",
"JFBC","Jeffersonville Bancorp","9.91","41968850","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JFBC&selected=JFBC",
"JBLU","JetBlue Airways Corporation","4.32","1277985600","2002","Transportation","Air Freight/Delivery Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JBLU&selected=JBLU",
"JCTCF","Jewett-Cameron Trading Company","9.82","18844580","n/a","Consumer Services","RETAIL: Building Materials","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JCTCF&selected=JCTCF",
"DATE","Jiayuan.com International Ltd.","12.83","401065800","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=DATE&selected=DATE",
"JNGW","Jingwei International Limited","1.66","33951980","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JNGW&selected=JNGW",
"JST","Jinpan International Limited","10.33","169670250","1998","Consumer Durables","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JST&selected=JST",
"JOEZ","Joe's Jeans Inc.","0.64","41242240","n/a","Consumer Non-Durables","Apparel","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOEZ&selected=JOEZ",
"JBSS","John B. Sanfilippo & Son, Inc.","7.99","64439350","1991","Consumer Non-Durables","Specialty Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JBSS&selected=JBSS",
"JOUT","Johnson Outdoors Inc.","17.3","147326800","n/a","Consumer Non-Durables","Recreational Products/Toys","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOUT&selected=JOUT",
"JSDA","Jones Soda Co.","0.865","27671350","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JSDA&selected=JSDA",
"JOSB","Jos. A. Bank Clothiers, Inc.","44.48","1228804480","1994","Consumer Services","Clothing/Shoe/Accessory Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOSB&selected=JOSB",
"JOYG","Joy Global Inc.","78.68","8244641160","n/a","Energy","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JOYG&selected=JOYG",
"KALU","Kaiser Aluminum Corporation","47.81","921250890","n/a","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KALU&selected=KALU",
"KFFG","Kaiser Federal Financial Group, Inc.","12.06","115281540","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KFFG&selected=KFFG",
"KAMN","Kaman Corporation","32.32","849014080","n/a","Consumer Durables","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KAMN&selected=KAMN",
"KNDI","Kandi Technolgies, Corp.","2.24","61452160","n/a","Capital Goods","Auto Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KNDI&selected=KNDI",
"KCLI","Kansas City Life Insurance Company","30.58","350660860","n/a","Finance","Life Insurance","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KCLI&selected=KCLI",
"KRNY","Kearny Financial","8.7","591382500","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KRNY&selected=KRNY",
"KELYA","Kelly Services, Inc.","13.53","449926620","n/a","Technology","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KELYA&selected=KELYA",
"KELYB","Kelly Services, Inc.","12.2301","42316146","n/a","Technology","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KELYB&selected=KELYB",
"KNXA","Kenexa Corporation","21.83","513092320","2005","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KNXA&selected=KNXA",
"KNSY","Kensey Nash Corporation","26.65","227324500","1995","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KNSY&selected=KNSY",
"KENT","Kent Financial Services, Inc.","1.1901","3283485.9","n/a","Finance","Investment Bankers/Brokers/Service","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KENT&selected=KENT",
"KFFB","Kentucky First Federal Bancorp","8","61928000","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KFFB&selected=KFFB",
"KERX","Keryx Biopharmaceuticals, Inc.","3.12","215526480","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KERX&selected=KERX",
"KEQU","Kewaunee Scientific Corporation","8.75","22557500","n/a","Capital Goods","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KEQU&selected=KEQU",
"KTEC","Key Technology, Inc.","15.92","84917280","1993","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KTEC&selected=KTEC",
"KTCC","Key Tronic Corporation","4.04","41838240","1983","Technology","Computer peripheral equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KTCC&selected=KTCC",
"KEYN","Keynote Systems, Inc.","21.29","350582430","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KEYN&selected=KEYN",
"KEYP","Keyuan Petrochemicals, Inc.","4.88","280985520","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KEYP&selected=KEYP",
"KFRC","Kforce, Inc.","9","386910000","1995","Technology","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KFRC&selected=KFRC",
"KBALB","Kimball International, Inc.","6.2","169241400","1976","Consumer Durables","Office Equipment/Supplies/Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KBALB&selected=KBALB",
"KGJI","Kingold Jewelry Inc.","1.53","76353120","n/a","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KGJI&selected=KGJI",
"KINS","Kingstone Companies, Inc","2.75","10554500","n/a","Finance","Specialty Insurers","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KINS&selected=KINS",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","1","14000000","2010","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KONE&selected=KONE",
"KIOR","KiOR, Inc.","10.37","395802160","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KIOR&selected=KIOR",
"KIPS","Kips Bay Medical, Inc.","2.26","35355440","n/a","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KIPS&selected=KIPS",
"KIRK","Kirkland's, Inc.","9.41","187428380","2002","Consumer Services","Other Specialty Stores","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KIRK&selected=KIRK",
"KITD","KIT digital, Inc.","10.48","433714800","n/a","Consumer Services","Diversified Commercial Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KITD&selected=KITD",
"KLAC","KLA-Tencor Corporation","36.19","6076409570","1980","Capital Goods","Electronic Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KLAC&selected=KLAC",
"KMGB","KMG Chemicals, Inc.","15.59","176385260","n/a","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KMGB&selected=KMGB",
"VLCCF","Knightsbridge Tankers, Limited","17.54","428432040","1997","Consumer Services","Marine Transportation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=VLCCF&selected=VLCCF",
"KNOL","Knology, Inc.","14.18","529849880","2003","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KNOL&selected=KNOL",
"KCAP","Kohlberg Capital Corporation","5.66","129257420","2006","n/a","n/a","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KCAP&selected=KCAP",
"KONA","Kona Grill, Inc.","6.65","61246500","2005","Consumer Services","Restaurants","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KONA&selected=KONA",
"KONG","KongZhong Corporation","3.97","149958810","2004","Technology","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KONG&selected=KONG",
"KOPN","Kopin Corporation","3.86","249209320","1992","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KOPN&selected=KOPN",
"KOSS","Koss Corporation","5.75","42452250","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KOSS&selected=KOSS",
"KTOS","Kratos Defense & Security Solutions, Inc.","8.89","212204300","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KTOS&selected=KTOS",
"KSW","KSW Inc","3.47","22093490","n/a","Consumer Durables","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KSW&selected=KSW",
"KSWS","K-Swiss Inc.","7.09","194195100","1990","Consumer Non-Durables","Shoe Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KSWS&selected=KSWS",
"KUTV","Ku6 Media Co., Ltd.","2.12","73803560","n/a","Consumer Services","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KUTV&selected=KUTV",
"KLIC","Kulicke and Soffa Industries, Inc.","8.38","603351620","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KLIC&selected=KLIC",
"KVHI","KVH Industries, Inc.","8.63","128379880","1996","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=KVHI&selected=KVHI",
"LLEN","L&L Energy, Inc.","3.41","109553070","n/a","Energy","Coal Mining","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LLEN&selected=LLEN",
"FSTR","L.B. Foster Company","19","195719000","n/a","Basic Industries","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=FSTR&selected=FSTR",
"BOOT","LaCrosse Footwear, Inc.","12.86","83602860","1994","Consumer Non-Durables","Shoe Manufacturing","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=BOOT&selected=BOOT",
"LSBK","Lake Shore Bancorp, Inc.","10.39","61706210","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSBK&selected=LSBK",
"LBAI","Lakeland Bancorp, Inc.","9.86","251114480","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBAI&selected=LBAI",
"LKFN","Lakeland Financial Corporation","22.86","370354860","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LKFN&selected=LKFN",
"LAKE","Lakeland Industries, Inc.","7.43","38821750","1986","Health Care","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAKE&selected=LAKE",
"LACO","Lakes Entertainment, Inc.","2.15","56772900","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LACO&selected=LACO",
"LRCX","Lam Research Corporation","37.02","4608656820","1984","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LRCX&selected=LRCX",
"LAMR","Lamar Advertising Company","20.19","1568944710","1996","Technology","Advertising","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAMR&selected=LAMR",
"LANC","Lancaster Colony Corporation","57.85","1587461850","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LANC&selected=LANC",
"LNCE","Lance, Inc.","20.38","1369515620","n/a","Consumer Non-Durables","Specialty Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LNCE&selected=LNCE",
"LNDC","Landec Corporation","6.01","158579860","1996","Basic Industries","Major Chemicals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LNDC&selected=LNDC",
"LARK","Landmark Bancorp Inc.","15.16","40143680","n/a","Finance","Major Banks","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LARK&selected=LARK",
"LSTR","Landstar System, Inc.","41.31","1978005420","1993","Transportation","Trucking Freight/Courier Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSTR&selected=LSTR",
"LTRX","Lantronix, Inc.","2.3","24120100","2000","Technology","Computer Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTRX&selected=LTRX",
"LPSB","LaPorte Bancorp, Inc.","9.3","42649800","n/a","Finance","Savings Institutions","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPSB&selected=LPSB",
"LSCC","Lattice Semiconductor Corporation","5.3","624313500","n/a","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSCC&selected=LSCC",
"LAWS","Lawson Products, Inc.","16.77","143064870","1970","Consumer Durables","Industrial Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAWS&selected=LAWS",
"LAYN","Layne Christensen Company","26.54","519361260","1992","Basic Industries","Engineering & Construction","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LAYN&selected=LAYN",
"LCAV","LCA-Vision Inc.","3.14","59028860","n/a","Health Care","Medical Specialities","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCAV&selected=LCAV",
"GAGA","Le Gaga Holdings Limited","5.24","240369280","2010","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=GAGA&selected=GAGA",
"LBIX","Leading Brands Inc","3.3899","12132452.1","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBIX&selected=LBIX",
"LEAP","Leap Wireless International, Inc.","6.9","542340000","1985","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LEAP&selected=LEAP",
"LTRE","Learning Tree International, Inc.","9.15","123332850","1995","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTRE&selected=LTRE",
"LCRY","LeCroy Corporation","8.5","139374500","1995","Capital Goods","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCRY&selected=LCRY",
"LGCY","Legacy Reserves LP","25.68","1119956160","1996","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LGCY&selected=LGCY",
"LMAT","LeMaitre Vascular, Inc.","6.84","105773760","2006","Health Care","Medical/Dental Instruments","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LMAT&selected=LMAT",
"LVLT","Level 3 Communications, Inc.","1.85","3152738550","n/a","Public Utilities","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LVLT&selected=LVLT",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.4","472724000","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LXRX&selected=LXRX",
"LHCG","LHC Group","18.76","350343000","2005","Health Care","Medical/Nursing Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LHCG&selected=LHCG",
"LBTYA","Liberty Global, Inc.","36.2","5476372200","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBTYA&selected=LBTYA",
"LBTYB","Liberty Global, Inc.","38.26","391897180","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBTYB&selected=LBTYB",
"LBTYK","Liberty Global, Inc.","34.3","4044141500","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LBTYK&selected=LBTYK",
"LCAPA","Liberty Media Corporation","69.15","5133488550","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCAPA&selected=LCAPA",
"LCAPB","Liberty Media Corporation","65.14","478779000","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCAPB&selected=LCAPB",
"LINTA","Liberty Media Corporation","14.49","8290366560","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LINTA&selected=LINTA",
"LINTB","Liberty Media Corporation","12.55","364025300","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LINTB&selected=LINTB",
"LSTZA","Liberty Media Corporation","70.53","3465279960","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSTZA&selected=LSTZA",
"LSTZB","Liberty Media Corporation","68.48","202289920","n/a","Consumer Services","Television Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LSTZB&selected=LSTZB",
"LPHI","Life Partners Holdings Inc","5.09","94897960","n/a","Finance","Finance: Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPHI&selected=LPHI",
"LIFE","Life Technologies Corporation","40.25","7195331500","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LIFE&selected=LIFE",
"LPNT","LifePoint Hospitals, Inc.","31.18","1636669380","n/a","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPNT&selected=LPNT",
"LCUT","Lifetime Brands, Inc.","10.68","128875560","1991","Capital Goods","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LCUT&selected=LCUT",
"LWAY","Lifeway Foods, Inc.","10.73","176444120","n/a","Consumer Non-Durables","Packaged Foods","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LWAY&selected=LWAY",
"LGND","Ligand Pharmaceuticals Incorporated","10.89","213857820","n/a","Consumer Durables","Major Pharmaceuticals","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LGND&selected=LGND",
"LTBR","Lightbridge Corporation","2.31","28558530","n/a","Consumer Services","Professional Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTBR&selected=LTBR",
"LPTH","LightPath Technologies, Inc.","1.97","19122790","1996","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPTH&selected=LPTH",
"LIWA","Lihua International, Inc.","6.59","197910880","2009","Capital Goods","Metal Fabrications","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LIWA&selected=LIWA",
"LIME","lime energy co.","3.68","87606080","n/a","Energy","Consumer Electronics/Appliances","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LIME&selected=LIME",
"LLNW","Limelight Networks, Inc.","2.08","233296960","2007","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LLNW&selected=LLNW",
"LMNR","Limoneira Co","19.01","213615370","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LMNR&selected=LMNR",
"LNCR","Lincare Holdings Inc.","21.49","2035317900","1992","Health Care","Hospital/Nursing Management","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LNCR&selected=LNCR",
"LINC","Lincoln Educational Services Corporation","10.74","242519940","2005","Consumer Services","Other Consumer Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LINC&selected=LINC",
"LECO","Lincoln Electric Holdings, Inc.","30.09","2536767540","n/a","Technology","Industrial Machinery/Components","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LECO&selected=LECO",
"LLTC","Linear Technology Corporation","26.88","6121489920","1986","Technology","Semiconductors","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LLTC&selected=LLTC",
"LTON","Linktone Ltd.","0.87","36665280","2004","Technology","Telecommunications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LTON&selected=LTON",
"LINE","Linn Energy, LLC","35.58","6296983980","1983","Energy","Oil & Gas Production","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LINE&selected=LINE",
"LIOX","Lionbridge Technologies, Inc.","2.82","173695080","1999","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LIOX&selected=LIOX",
"LQDT","Liquidity Services, Inc.","23.24","648698120","2006","Miscellaneous","Business Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LQDT&selected=LQDT",
"LFUS","Littelfuse, Inc.","41.88","951932400","n/a","Consumer Durables","Electrical Products","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LFUS&selected=LFUS",
"LIVE","LiveDeal, Inc.","1.78","1222860","n/a","Technology","EDP Services","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LIVE&selected=LIVE",
"LPSN","LivePerson, Inc.","11.26","593064200","2000","Technology","Computer Software: Prepackaged Software","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LPSN&selected=LPSN",
"LZEN","Lizhan Environmental Corporation","1.63","22239720","2010","Consumer Non-Durables","Textiles","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LZEN&selected=LZEN",
"JADE","LJ International, Inc.","2.83","82282250","1998","Consumer Non-Durables","Consumer Specialties","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=JADE&selected=JADE",
"LKQX","LKQ Corporation","23.22","3387496140","2003","Consumer Services","Motor Vehicles","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LKQX&selected=LKQX",
"ERIC","LM Ericsson Telephone Company","11.12","2910726720","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=ERIC&selected=ERIC",
"LMIA","LMI Aerospace, Inc.","20.43","247652460","1998","Capital Goods","Military/Government/Technical","http://quotes.nasdaq.com/asp/SummaryQuote.asp?symbol=LMIA&selected=LMIA",
